,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,SOC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG,geometry
8922,45583106,6,18.0,79.0,4.0,6.68,6.33,17.3,1.0,1.7,52.5,928.2,11.6,,1504,51.02,13.38,POINT (13.38 51.02)
8923,45583100,10,16.0,49.0,35.0,6.92,6.58,25.9,1.0,2.3,37.5,228.9,12.7,,1508,50.96,13.37,POINT (13.37 50.96)
8948,45563438,5,7.0,27.0,66.0,7.01,6.37,7.8,2.0,0.9,45.0,198.0,6.4,,1255,54.0,13.58,POINT (13.58 54)
8949,45563356,6,19.0,25.0,56.0,7.6,6.97,9.5,3.0,1.1,16.6,115.8,8.8,,1239,53.26,13.52,POINT (13.52 53.26)
8950,45563342,4,6.0,15.0,80.0,4.87,4.29,5.8,0.0,0.7,69.2,46.6,1.0,,1256,53.14,13.51,POINT (13.51 53.14)
8951,45563180,4,2.0,4.0,95.0,3.97,3.06,14.8,1.0,0.7,13.4,19.1,4.0,,2792,51.68,13.4,POINT (13.4 51.68)
8952,45563168,10,3.0,7.0,90.0,5.88,5.31,16.3,0.0,1.1,74.8,46.3,6.8,,2796,51.57,13.39,POINT (13.39 51.57)
8953,45563126,3,19.0,76.0,5.0,7.49,7.05,13.4,20.0,1.5,36.6,151.3,15.5,,1502,51.2,13.36,POINT (13.36 51.2)
8954,45563114,7,16.0,74.0,9.0,7.27,6.92,12.3,3.0,1.3,38.0,233.8,12.5,,2439,51.09,13.36,POINT (13.36 51.09)
8955,45563108,6,13.0,82.0,6.0,6.61,6.28,13.2,1.0,1.4,49.7,85.1,13.6,,1505,51.03,13.35,POINT (13.35 51.03)
8956,45563078,15,19.0,37.0,44.0,5.13,4.46,27.3,0.0,2.5,72.4,162.7,6.9,,1551,50.76,13.33,POINT (13.33 50.76)
8960,45562852,5,21.0,73.0,6.0,6.38,5.78,23.6,1.0,2.5,28.1,386.7,10.0,,1940,48.74,13.19,POINT (13.19 48.74)
8976,45543316,3,2.0,4.0,94.0,6.38,5.91,8.7,3.0,0.9,42.4,39.4,3.1,,2693,52.9,13.46,POINT (13.46 52.9)
8977,45543208,6,6.0,21.0,73.0,3.88,3.24,34.0,0.0,1.4,0.0,25.6,5.6,,2779,51.93,13.39,POINT (13.39 51.93)
8978,45543160,6,15.0,13.0,72.0,7.07,6.66,32.9,2.0,2.8,19.3,74.2,19.9,,2793,51.5,13.36,POINT (13.36 51.5)
9007,45523324,16,0.0,0.0,0.0,4.18,3.77,232.1,0.0,13.4,58.0,209.3,31.8,,2691,52.98,13.44,POINT (13.44 52.98)
9008,45523252,20,3.0,9.0,88.0,8.15,7.5,11.0,30.0,0.9,30.5,224.9,8.0,,2575,52.33,13.39,POINT (13.39 52.33)
9009,45523162,16,5.0,8.0,87.0,5.74,5.36,24.8,0.0,2.0,35.5,60.1,7.7,,2794,51.52,13.33,POINT (13.33 51.52)
9010,45523068,23,16.0,34.0,50.0,6.84,6.32,30.4,1.0,2.9,88.9,227.2,17.3,,1548,50.68,13.27,POINT (13.27 50.68)
9013,45522816,23,18.0,49.0,33.0,7.37,6.84,18.9,4.0,1.9,80.6,223.5,16.0,,1921,48.41,13.12,POINT (13.12 48.41)
9033,45503080,3,18.0,47.0,36.0,5.25,4.91,28.9,0.0,2.3,49.9,102.4,8.3,,1545,50.79,13.25,POINT (13.25 50.79)
9036,45502846,5,13.0,36.0,51.0,7.55,7.0,33.1,243.0,1.8,54.2,145.7,12.9,,1935,48.68,13.11,POINT (13.11 48.68)
9057,45483438,5,6.0,23.0,72.0,5.95,5.22,12.0,0.0,1.1,51.4,164.5,1.0,,1258,54.0,13.46,POINT (13.46 54)
9058,45483316,2,5.0,13.0,81.0,4.83,4.33,25.4,0.0,2.2,31.2,40.4,9.4,,2920,52.91,13.38,POINT (13.38 52.91)
9059,45483226,4,4.0,5.0,92.0,3.9,3.19,32.3,0.0,1.2,0.0,0.0,2.2,,2446,52.1,13.31,POINT (13.31 52.1)
9060,45483118,10,18.0,74.0,8.0,6.44,6.01,27.3,0.0,1.6,64.6,234.2,16.7,,1503,51.13,13.24,POINT (13.24 51.13)
9061,45483096,16,15.0,40.0,45.0,6.23,5.79,28.5,0.0,2.5,88.2,713.4,13.6,,1544,50.93,13.23,POINT (13.23 50.93)
9063,45482830,4,18.0,47.0,35.0,7.0,6.55,10.8,1.0,1.3,40.4,276.1,10.3,,1949,48.54,13.07,POINT (13.07 48.54)
9064,45482812,17,33.0,58.0,9.0,6.8,6.45,27.8,0.0,2.5,96.6,442.7,21.0,,1974,48.38,13.07,POINT (13.07 48.38)
9082,45463368,11,8.0,20.0,72.0,6.22,5.88,11.9,0.0,1.3,48.7,158.8,5.2,,1252,53.37,13.38,POINT (13.38 53.37)
9083,45463200,7,4.0,16.0,80.0,5.46,4.55,51.1,0.0,2.5,57.4,52.2,10.9,,2784,51.86,13.27,POINT (13.27 51.86)
9084,45463192,7,3.0,11.0,86.0,5.49,4.77,10.4,0.0,1.0,57.6,42.3,4.1,,2783,51.79,13.26,POINT (13.26 51.79)
9085,45463174,9,9.0,11.0,79.0,6.67,6.11,12.4,1.0,0.9,35.7,111.5,10.4,,2791,51.63,13.25,POINT (13.25 51.63)
9086,45463134,14,15.0,63.0,22.0,7.02,6.66,11.3,1.0,1.3,26.8,101.0,9.7,,1519,51.27,13.23,POINT (13.23 51.27)
9087,45463110,23,13.0,65.0,22.0,3.81,3.34,66.4,0.0,3.4,24.8,74.4,9.5,,1506,51.06,13.21,POINT (13.21 51.06)
9091,45462864,8,15.0,29.0,56.0,4.37,4.09,32.4,0.0,3.1,16.4,62.4,4.5,,1969,48.85,13.07,POINT (13.07 48.85)
9092,45462850,4,32.0,61.0,7.0,7.55,7.31,41.9,292.0,3.2,113.6,88.0,29.3,,1942,48.72,13.06,POINT (13.06 48.72)
9093,45462814,16,20.0,47.0,33.0,5.43,4.67,27.7,0.0,2.8,12.0,53.5,10.8,,1977,48.4,13.04,POINT (13.04 48.4)
9109,45443304,2,3.0,9.0,88.0,3.86,3.01,65.7,0.0,2.5,17.0,56.7,6.3,,2584,52.8,13.31,POINT (13.31 52.8)
9110,45443214,4,3.0,14.0,84.0,3.81,3.03,29.8,0.0,1.2,0.0,34.0,2.5,,2445,51.99,13.25,POINT (13.25 51.99)
9111,45442854,11,18.0,41.0,42.0,7.55,7.27,28.8,268.0,2.2,39.8,129.3,15.7,,1941,48.76,13.03,POINT (13.03 48.76)
9128,45423338,6,5.0,13.0,81.0,6.82,6.46,7.7,2.0,0.9,32.8,73.0,3.1,,2531,53.11,13.3,POINT (13.3 53.11)
9129,45423302,3,3.0,6.0,92.0,3.72,3.12,38.1,0.0,1.6,19.2,21.6,4.1,,2585,52.78,13.28,POINT (13.28 52.78)
9130,45423288,3,4.0,15.0,81.0,7.56,6.72,12.8,4.0,1.3,52.5,66.8,8.6,,2695,52.66,13.27,POINT (13.27 52.66)
9131,45423284,1,2.0,4.0,94.0,4.24,3.45,15.4,0.0,1.0,44.7,45.3,2.8,,2595,52.62,13.26,POINT (13.26 52.62)
9132,45423166,21,11.0,7.0,82.0,4.04,3.58,3.2,0.0,0.5,0.0,43.5,5.5,,2801,51.56,13.19,POINT (13.19 51.56)
9133,45423112,10,13.0,55.0,32.0,7.03,6.58,25.2,1.0,2.2,13.7,124.9,14.6,,1507,51.08,13.15,POINT (13.15 51.08)
9136,45422842,11,24.0,70.0,6.0,7.94,7.4,9.0,30.0,1.0,45.2,119.2,16.8,,1973,48.65,13.0,POINT (13 48.65)
9137,45422824,7,17.0,53.0,30.0,5.78,5.16,12.5,0.0,1.4,49.7,210.4,6.7,,1979,48.49,12.99,POINT (12.99 48.49)
9147,45403142,3,8.0,58.0,33.0,7.24,6.79,14.1,2.0,1.5,53.0,239.8,9.4,,1521,51.35,13.14,POINT (13.14 51.35)
9148,45403136,5,7.0,70.0,23.0,6.38,5.61,12.8,0.0,1.3,48.6,152.4,7.4,,1520,51.29,13.14,POINT (13.14 51.29)
9168,45383374,3,5.0,11.0,84.0,6.31,5.69,8.0,0.0,0.9,63.8,96.6,2.0,,1251,53.43,13.27,POINT (13.27 53.43)
9169,45383324,3,7.0,23.0,70.0,4.95,4.34,15.9,0.0,1.6,76.3,41.0,3.9,,2491,52.98,13.23,POINT (13.23 52.98)
9170,45383306,13,5.0,6.0,89.0,6.39,5.76,81.4,3.0,7.0,34.8,54.4,20.6,,2588,52.82,13.22,POINT (13.22 52.82)
9171,45383270,11,3.0,4.0,93.0,5.35,4.83,26.5,1.0,1.6,49.3,38.5,6.2,,2597,52.5,13.2,POINT (13.2 52.5)
9172,45383240,3,2.0,5.0,93.0,4.36,3.8,12.8,0.0,0.7,18.9,25.6,2.1,,3010,52.23,13.18,POINT (13.18 52.23)
9173,45383230,1,2.0,5.0,94.0,4.01,3.22,36.2,0.0,1.5,20.7,0.0,6.1,,2454,52.14,13.17,POINT (13.17 52.14)
9194,45363322,6,7.0,21.0,72.0,7.47,6.99,9.3,16.0,1.0,69.6,116.9,7.0,,2407,52.96,13.2,POINT (13.2 52.96)
9196,45362764,12,21.0,41.0,38.0,6.32,5.85,17.8,0.0,1.8,20.1,126.8,12.6,,1932,47.95,12.88,POINT (12.88 47.95)
9213,45343216,14,3.0,1.0,97.0,7.58,6.96,3.9,6.0,0.3,0.0,10.3,3.0,,2414,52.01,13.1,POINT (13.1 52.01)
9232,45323310,13,2.0,4.0,93.0,5.72,5.0,13.5,1.0,0.7,15.4,19.8,27.1,,2536,52.86,13.13,POINT (13.13 52.86)
9233,45323202,5,4.0,21.0,75.0,6.34,6.0,8.5,0.0,0.9,58.7,168.7,4.2,,2782,51.89,13.07,POINT (13.07 51.89)
9234,45323188,4,3.0,6.0,91.0,5.37,4.38,9.1,0.0,0.8,52.0,27.4,2.2,,2781,51.76,13.06,POINT (13.06 51.76)
9235,45323152,23,4.0,11.0,85.0,6.48,6.12,17.6,3.0,1.1,31.5,32.4,5.6,,2821,51.44,13.04,POINT (13.04 51.44)
9236,45323112,3,16.0,73.0,11.0,4.28,3.63,22.6,0.0,1.8,30.3,134.7,6.9,,1523,51.08,13.01,POINT (13.01 51.08)
9237,45323098,17,11.0,50.0,39.0,4.02,3.47,100.5,1.0,5.5,26.1,127.6,12.6,,1531,50.95,13.0,POINT (13 50.95)
9239,45322860,11,18.0,76.0,6.0,7.27,6.89,10.5,2.0,1.3,66.9,352.4,11.2,,1966,48.82,12.87,POINT (12.87 48.82)
9240,45322810,14,20.0,53.0,27.0,5.63,4.81,17.3,1.0,1.8,15.5,91.9,9.1,,1978,48.37,12.85,POINT (12.85 48.37)
9258,45303412,4,14.0,23.0,63.0,5.61,5.18,18.1,1.0,2.0,10.9,80.4,12.0,,1243,53.77,13.17,POINT (13.17 53.77)
9281,45283408,6,9.0,30.0,60.0,6.48,6.1,8.5,0.0,1.0,36.4,115.2,5.9,,1244,53.74,13.14,POINT (13.14 53.74)
9282,45283282,2,21.0,18.0,61.0,7.5,7.25,55.1,150.0,4.5,117.5,290.8,35.8,,3018,52.61,13.06,POINT (13.06 52.61)
9283,45283278,7,2.0,4.0,93.0,4.34,3.46,38.4,1.0,2.1,33.4,60.2,2.8,,3020,52.57,13.05,POINT (13.05 52.57)
9284,45283260,4,4.0,14.0,82.0,4.91,4.36,42.6,2.0,2.4,50.0,70.5,6.4,,3019,52.41,13.04,POINT (13.04 52.41)
9287,45282904,7,17.0,37.0,46.0,6.49,5.51,57.3,2.0,5.2,16.0,67.4,17.5,,1801,49.21,12.84,POINT (12.84 49.21)
9299,45263286,2,2.0,7.0,91.0,3.77,3.02,38.6,0.0,1.7,18.4,55.3,3.2,,3017,52.64,13.03,POINT (13.03 52.64)
9300,45263232,4,2.0,5.0,94.0,3.83,3.1,31.7,1.0,1.2,21.9,0.0,4.4,,3013,52.16,13.0,POINT (13 52.16)
9301,45262854,16,19.0,68.0,13.0,7.78,7.33,18.1,111.0,1.6,101.2,375.1,15.3,,1967,48.76,12.79,POINT (12.79 48.76)
9322,45243418,9,5.0,17.0,78.0,7.41,6.75,12.1,2.0,1.2,69.9,121.6,6.7,,1245,53.83,13.08,POINT (13.08 53.83)
9323,45243324,7,7.0,13.0,80.0,6.91,6.38,9.4,1.0,0.9,53.6,106.7,9.0,,2404,52.99,13.02,POINT (13.02 52.99)
9324,45243306,2,2.0,5.0,94.0,4.21,3.3,15.4,0.0,0.8,54.1,20.3,2.1,,2992,52.82,13.01,POINT (13.01 52.82)
9325,45243302,9,0.0,0.0,0.0,6.22,5.89,251.0,1.0,16.7,14.0,57.4,111.5,,2406,52.79,13.01,POINT (13.01 52.79)
9326,45243288,5,4.0,9.0,87.0,5.66,5.12,5.9,0.0,0.7,52.5,76.9,4.9,,2914,52.66,13.0,POINT (13 52.66)
9327,45243248,3,3.0,10.0,87.0,3.96,3.39,46.2,0.0,2.0,0.0,50.0,4.7,,3015,52.3,12.98,POINT (12.98 52.3)
9328,45243238,9,5.0,11.0,85.0,4.36,3.81,13.8,0.0,0.9,57.9,26.2,1.0,,3016,52.21,12.97,POINT (12.97 52.21)
9329,45243216,4,5.0,23.0,73.0,5.02,4.52,10.7,0.0,0.6,0.0,32.1,2.2,,2915,52.02,12.96,POINT (12.96 52.02)
9330,45243104,23,23.0,72.0,5.0,6.43,6.04,23.7,1.0,2.3,18.2,86.9,1.0,,1530,51.01,12.89,POINT (12.89 51.01)
9331,45243040,41,13.0,45.0,43.0,4.59,3.91,29.1,1.0,1.7,0.0,43.7,7.2,,853,50.44,12.86,POINT (12.86 50.44)
9335,45242910,10,16.0,35.0,48.0,6.35,6.06,15.6,1.0,1.6,76.6,543.1,10.1,,1800,49.27,12.79,POINT (12.79 49.27)
9350,45223118,11,18.0,79.0,3.0,4.98,4.28,22.4,0.0,1.9,14.8,105.7,9.8,,1524,51.14,12.87,POINT (12.87 51.14)
9351,45222866,16,16.0,42.0,42.0,7.63,7.16,15.1,18.0,1.7,103.9,378.8,14.7,,1965,48.87,12.74,POINT (12.74 48.87)
9352,45222830,32,20.0,64.0,16.0,6.23,5.93,16.3,1.0,1.8,29.4,118.8,10.4,,1980,48.55,12.72,POINT (12.72 48.55)
9353,45222812,16,16.0,56.0,27.0,6.4,6.07,16.2,2.0,1.7,54.3,241.1,10.7,,1961,48.39,12.71,POINT (12.71 48.39)
9373,45203446,2,17.0,28.0,55.0,7.7,7.18,18.3,18.0,1.8,41.7,71.4,18.3,,1259,54.08,13.04,POINT (13.04 54.08)
9374,45203356,18,33.0,31.0,37.0,6.88,6.7,188.8,5.0,16.2,14.1,54.3,92.4,,1223,53.28,12.98,POINT (12.98 53.28)
9375,45203240,7,4.0,6.0,91.0,4.79,4.1,36.2,1.0,1.4,66.8,36.9,5.7,,3011,52.23,12.91,POINT (12.91 52.23)
9376,45203194,22,4.0,14.0,83.0,5.46,5.07,9.3,0.0,0.9,57.8,95.4,4.5,,2766,51.82,12.89,POINT (12.89 51.82)
9377,45203096,21,10.0,42.0,47.0,3.97,3.58,136.0,0.0,7.6,53.7,77.6,16.1,,1529,50.94,12.83,POINT (12.83 50.94)
9380,45202898,17,11.0,28.0,61.0,7.07,6.6,17.4,3.0,1.7,139.4,688.1,7.0,,1802,49.16,12.73,POINT (12.73 49.16)
9381,45202880,6,16.0,43.0,41.0,5.83,5.53,15.3,0.0,1.4,91.2,206.0,10.5,,1964,49.0,12.72,POINT (12.72 49)
9382,45202838,9,29.0,54.0,17.0,7.9,7.27,21.2,22.0,1.9,50.9,381.3,22.9,,1972,48.62,12.7,POINT (12.7 48.62)
9383,45202816,13,15.0,36.0,49.0,5.71,4.71,13.0,0.0,1.5,15.8,65.1,8.0,,1962,48.42,12.69,POINT (12.69 48.42)
9384,45202780,8,23.0,72.0,5.0,5.56,5.0,18.0,0.0,1.8,60.6,234.3,10.4,,1959,48.1,12.67,POINT (12.67 48.1)
9385,45202754,14,22.0,58.0,20.0,5.1,4.48,27.7,0.0,2.5,15.0,70.1,8.3,,1926,47.87,12.66,POINT (12.66 47.87)
9404,45183394,6,14.0,27.0,59.0,7.39,7.01,11.7,5.0,1.3,31.0,144.1,10.7,,1392,53.62,12.98,POINT (12.98 53.62)
9405,45183280,4,6.0,38.0,55.0,7.54,7.02,13.0,6.0,1.3,47.9,241.8,7.5,,2528,52.59,12.91,POINT (12.91 52.59)
9406,45183250,3,2.0,6.0,92.0,4.19,3.5,36.0,0.0,1.4,12.5,59.3,4.7,,3014,52.32,12.89,POINT (12.89 52.32)
9407,45183136,10,10.0,54.0,36.0,6.55,6.14,12.8,0.0,1.3,23.4,113.1,9.8,,1522,51.3,12.83,POINT (12.83 51.3)
9408,45183100,7,13.0,60.0,27.0,4.12,3.58,30.0,0.0,1.9,16.2,83.8,6.7,,1528,50.98,12.81,POINT (12.81 50.98)
9410,45182848,23,23.0,59.0,18.0,7.81,7.39,17.1,91.0,1.5,67.8,283.4,17.6,,1970,48.71,12.68,POINT (12.68 48.71)
9411,45182836,29,24.0,48.0,28.0,7.03,6.58,13.8,0.0,1.5,88.3,274.0,17.6,,1971,48.61,12.67,POINT (12.67 48.61)
9423,45163414,9,27.0,47.0,26.0,7.79,7.27,22.3,25.0,2.3,60.4,126.1,23.7,,1395,53.8,12.96,POINT (12.96 53.8)
9424,45163216,4,3.0,15.0,82.0,4.09,3.49,34.8,0.0,1.7,11.8,44.3,3.1,,2455,52.02,12.84,POINT (12.84 52.02)
9425,45163212,5,8.0,67.0,25.0,6.63,6.11,16.8,1.0,1.7,65.3,243.3,8.7,,2916,51.98,12.84,POINT (12.84 51.98)
9426,45162852,13,30.0,62.0,8.0,7.68,7.02,17.7,3.0,1.9,89.2,313.7,22.7,,1968,48.75,12.65,POINT (12.65 48.75)
9427,45162820,21,32.0,47.0,21.0,6.55,6.14,20.2,0.0,2.1,64.8,321.1,22.3,,1963,48.46,12.64,POINT (12.64 48.46)
9445,45143454,8,9.0,26.0,66.0,6.86,6.22,9.6,0.0,1.0,19.1,78.0,5.6,,2447,54.16,12.95,POINT (12.95 54.16)
9446,45143116,4,15.0,71.0,14.0,4.26,3.44,103.7,1.0,4.0,20.5,0.0,13.9,,1525,51.12,12.76,POINT (12.76 51.12)
9449,45142900,17,13.0,27.0,59.0,6.27,5.92,21.0,1.0,1.9,74.5,482.4,9.2,,2111,49.18,12.65,POINT (12.65 49.18)
9450,45142806,13,17.0,54.0,28.0,7.34,6.85,12.5,4.0,1.4,27.6,17.6,12.7,,2050,48.34,12.6,POINT (12.6 48.34)
9464,45123358,8,2.0,5.0,93.0,6.89,6.34,6.0,2.0,0.8,29.8,58.3,3.8,,1224,53.3,12.87,POINT (12.87 53.3)
9465,45123304,5,6.0,7.0,87.0,7.03,6.72,84.2,2.0,6.7,71.1,137.8,36.9,,2993,52.81,12.83,POINT (12.83 52.81)
9466,45123286,3,3.0,7.0,89.0,7.47,6.86,16.9,5.0,1.5,36.3,68.2,11.1,,2910,52.65,12.82,POINT (12.82 52.65)
9467,45123226,8,7.0,17.0,76.0,6.94,6.32,12.3,0.0,1.2,36.3,181.9,9.6,,3012,52.11,12.79,POINT (12.79 52.11)
9468,45122758,12,18.0,56.0,27.0,6.12,5.67,31.5,3.0,3.2,24.1,68.1,18.7,,1927,47.91,12.55,POINT (12.55 47.91)
9487,45103336,11,4.0,12.0,84.0,5.71,5.32,12.4,0.0,1.2,43.6,118.2,3.6,,2994,53.1,12.82,POINT (12.82 53.1)
9488,45103308,5,6.0,24.0,70.0,6.78,6.27,10.2,0.0,1.1,46.5,209.1,6.6,,2907,52.85,12.81,POINT (12.81 52.85)
9489,45103296,2,12.0,15.0,74.0,7.79,7.38,24.6,90.0,2.4,19.7,96.2,19.8,,2988,52.74,12.8,POINT (12.8 52.74)
9490,45103290,5,5.0,6.0,90.0,6.68,6.32,57.1,3.0,4.7,12.6,34.7,25.4,,2911,52.69,12.8,POINT (12.8 52.69)
9491,45103282,3,5.0,17.0,78.0,6.4,5.83,8.2,0.0,0.9,61.7,88.0,5.1,,2906,52.61,12.79,POINT (12.79 52.61)
9492,45103272,3,9.0,40.0,50.0,6.93,6.37,13.0,0.0,1.4,73.6,447.3,8.0,,2527,52.53,12.78,POINT (12.78 52.53)
9493,45103156,11,7.0,28.0,66.0,6.79,6.18,14.6,0.0,1.3,20.7,86.8,6.8,,2824,51.48,12.72,POINT (12.72 51.48)
9496,45102904,3,23.0,44.0,33.0,5.59,5.29,24.4,0.0,2.4,43.3,282.1,9.5,,2110,49.22,12.59,POINT (12.59 49.22)
9497,45102786,5,17.0,74.0,9.0,6.6,6.23,12.4,1.0,1.4,55.6,123.9,12.9,,1960,48.16,12.54,POINT (12.54 48.16)
9498,45102750,50,22.0,39.0,39.0,7.2,6.91,103.3,173.0,7.7,49.3,111.9,36.0,,1925,47.83,12.52,POINT (12.52 47.83)
9510,45083196,4,15.0,31.0,54.0,5.74,5.27,15.0,1.0,1.5,19.1,103.9,11.6,,2763,51.84,12.71,POINT (12.71 51.84)
9511,45083178,7,2.0,3.0,96.0,4.04,3.26,11.5,1.0,0.7,0.0,12.6,2.4,,2825,51.68,12.7,POINT (12.7 51.68)
9512,45082872,8,9.0,21.0,70.0,7.36,6.88,12.4,9.0,1.3,67.8,150.7,7.8,,3058,48.93,12.55,POINT (12.55 48.93)
9527,45063428,5,10.0,24.0,66.0,7.09,6.84,99.0,14.0,8.2,32.5,29.3,39.3,,1396,53.93,12.82,POINT (12.82 53.93)
9528,45063392,3,3.0,8.0,90.0,5.19,4.53,5.2,0.0,0.6,42.2,34.0,4.0,,1393,53.6,12.8,POINT (12.8 53.6)
9529,45063310,10,6.0,14.0,80.0,7.16,6.68,22.8,18.0,2.2,85.8,379.2,10.8,,2989,52.87,12.75,POINT (12.75 52.87)
9530,45063274,5,5.0,11.0,84.0,3.89,3.36,76.5,0.0,3.9,20.4,49.8,10.5,,2913,52.54,12.73,POINT (12.73 52.54)
9531,45063162,26,6.0,20.0,74.0,3.9,3.21,91.2,1.0,3.7,0.0,42.6,10.7,,2836,51.54,12.67,POINT (12.67 51.54)
9532,45063104,5,14.0,79.0,7.0,6.5,6.09,23.3,1.0,1.9,65.0,443.0,12.5,,1527,51.02,12.64,POINT (12.64 51.02)
9533,45062924,8,20.0,36.0,44.0,7.2,6.59,15.8,1.0,1.6,65.7,414.3,14.6,,1799,49.4,12.55,POINT (12.55 49.4)
9534,45062870,4,14.0,61.0,25.0,7.38,6.95,45.1,292.0,3.1,15.9,56.8,21.6,,3057,48.91,12.52,POINT (12.52 48.91)
9535,45062842,28,37.0,47.0,16.0,7.23,6.98,148.1,213.0,11.2,52.6,260.9,83.7,,3051,48.66,12.51,POINT (12.51 48.66)
9536,45062798,5,19.0,63.0,18.0,7.39,6.77,17.0,3.0,1.9,84.2,0.0,16.5,,3043,48.27,12.49,POINT (12.49 48.27)
9537,45062784,35,21.0,69.0,10.0,7.02,6.72,36.1,11.0,3.8,76.6,74.0,22.5,,1958,48.14,12.49,POINT (12.49 48.14)
9538,45062748,9,33.0,60.0,7.0,6.24,5.89,72.8,0.0,6.7,54.4,764.4,27.5,,1924,47.82,12.47,POINT (12.47 47.82)
9550,45043172,5,5.0,22.0,73.0,4.74,4.25,15.0,0.0,1.2,92.9,87.2,2.6,,2822,51.63,12.64,POINT (12.64 51.63)
9551,45043070,12,22.0,56.0,23.0,5.73,5.52,38.5,2.0,3.2,25.7,379.0,11.8,,1546,50.71,12.59,POINT (12.59 50.71)
9552,45042812,27,21.0,38.0,42.0,6.15,5.47,19.1,0.0,1.7,68.1,241.7,10.8,,1956,48.39,12.47,POINT (12.47 48.39)
9569,45023302,2,6.0,9.0,86.0,6.38,5.9,41.6,0.0,3.7,100.6,477.5,22.0,,2995,52.8,12.68,POINT (12.68 52.8)
9570,45023284,1,5.0,7.0,87.0,7.55,6.96,21.7,22.0,2.3,66.4,0.0,12.6,,2905,52.64,12.67,POINT (12.67 52.64)
9571,45023176,5,4.0,13.0,83.0,4.24,3.68,39.8,2.0,1.9,14.5,33.8,20.5,,2777,51.67,12.62,POINT (12.62 51.67)
9572,45023162,4,18.0,65.0,16.0,7.01,6.5,15.1,2.0,1.7,57.2,182.2,14.8,,2835,51.54,12.61,POINT (12.61 51.54)
9574,45022946,6,17.0,51.0,31.0,7.0,6.45,15.7,2.0,1.5,51.8,183.2,9.9,,2109,49.6,12.5,POINT (12.5 49.6)
9575,45022856,6,19.0,61.0,20.0,6.94,6.67,13.5,0.0,1.4,78.7,384.1,12.2,,3055,48.79,12.46,POINT (12.46 48.79)
9576,45022834,10,17.0,73.0,10.0,6.93,6.51,15.0,1.0,1.7,50.6,285.4,13.6,,1954,48.59,12.45,POINT (12.45 48.59)
9577,45022808,20,17.0,57.0,26.0,6.72,6.27,15.2,1.0,1.7,74.6,139.7,15.0,,1951,48.36,12.44,POINT (12.44 48.36)
9596,45003316,4,5.0,13.0,82.0,4.95,4.19,8.5,0.0,0.9,94.8,53.0,1.0,,2990,52.92,12.66,POINT (12.66 52.92)
9597,45003106,20,15.0,56.0,29.0,7.17,6.89,12.7,2.0,1.2,67.3,478.4,12.9,,1526,51.04,12.55,POINT (12.55 51.04)
9599,45002890,24,21.0,38.0,41.0,6.18,5.42,29.5,0.0,2.5,14.6,213.3,13.6,,2113,49.1,12.45,POINT (12.45 49.1)
9600,45002758,23,14.0,56.0,30.0,7.54,7.14,30.7,28.0,3.0,72.7,107.9,21.3,,1936,47.91,12.39,POINT (12.39 47.91)
9616,44983324,4,5.0,7.0,88.0,6.4,5.9,20.1,2.0,1.8,84.4,145.9,6.2,,2991,53.0,12.64,POINT (12.64 53)
9617,44983234,4,2.0,5.0,93.0,3.68,3.27,44.7,0.0,1.8,0.0,0.0,5.2,,2522,52.19,12.59,POINT (12.59 52.19)
9618,44983194,6,6.0,7.0,87.0,6.75,6.39,14.3,1.0,1.4,88.1,314.7,8.3,,2764,51.83,12.57,POINT (12.57 51.83)
9619,44983158,9,13.0,32.0,55.0,7.05,6.54,12.4,1.0,1.2,74.0,228.8,10.5,,2834,51.51,12.55,POINT (12.55 51.51)
9620,44983054,9,21.0,39.0,40.0,5.56,5.1,30.7,0.0,2.9,0.0,40.6,14.5,,1547,50.57,12.5,POINT (12.5 50.57)
9638,44963472,8,12.0,35.0,54.0,7.03,6.7,15.5,2.0,1.6,39.6,221.1,11.1,,1419,54.33,12.69,POINT (12.69 54.33)
9639,44963454,8,9.0,28.0,63.0,6.54,5.95,9.5,0.0,1.0,41.7,35.8,6.4,,1420,54.16,12.68,POINT (12.68 54.16)
9640,44963220,4,5.0,18.0,77.0,4.11,3.45,33.5,0.0,1.5,0.0,26.7,7.1,,2917,52.06,12.55,POINT (12.55 52.06)
9641,44963202,14,4.0,10.0,87.0,4.09,3.7,37.2,1.0,1.8,47.6,32.4,4.7,,2762,51.9,12.54,POINT (12.54 51.9)
9642,44963130,14,9.0,47.0,44.0,4.44,3.94,32.9,1.0,1.7,0.0,49.0,6.8,,2840,51.25,12.51,POINT (12.51 51.25)
9643,44962918,30,10.0,26.0,64.0,6.2,6.04,12.5,1.0,1.3,63.5,130.9,7.4,,2112,49.35,12.41,POINT (12.41 49.35)
9644,44962896,27,8.0,24.0,69.0,5.37,4.76,9.3,1.0,1.0,147.3,280.6,6.5,,2114,49.15,12.4,POINT (12.4 49.15)
9645,44962878,22,22.0,61.0,17.0,8.08,7.37,31.1,271.0,2.4,45.2,138.7,20.6,,3059,48.99,12.39,POINT (12.39 48.99)
9646,44962774,33,17.0,45.0,38.0,5.44,4.86,17.4,0.0,1.8,44.7,96.5,7.8,,1957,48.05,12.35,POINT (12.35 48.05)
